/home/evenmn/vashishta-water/silicawater/.perm/water/watercube_4nm.data (Built with Packmol)

6405 atoms
2 atom types
0.0          40.0 xlo xhi
0.0          40.0 ylo yhi
0.0          40.0 zlo zhi

Atoms

1  1           33.093261       30.677456       38.809498
2  1           32.478472       31.610955       40.000065
3  2           32.865962       31.613559       39.078131
4  1           18.785882       18.217469       25.977389
5  1           20.379171       17.955556       26.221662
6  2           19.508484       17.526133       25.981623
7  1           16.602492       37.583099       34.295270
8  1           16.634405       36.046861       33.742285
9  2           16.571605       37.009037       33.476970
10  1           17.600258       10.063187       14.407148
11  1           18.502486        9.503079       15.647752
12  2           17.819841        9.258616       14.959021
13  1            3.782950       30.577970       11.810033
14  1            2.323632       29.918277       11.490610
15  2            3.208362       30.171858       11.099373
16  1           18.188645       15.688243        6.320482
17  1           17.843119       17.275327        6.489628
18  2           18.560205       16.615113        6.265970
19  1           23.747472        1.435048       20.325222
20  1           24.554063        0.676636       21.525663
21  2           24.087432        1.520881       21.261799
22  1            6.474132       39.062894       13.185080
23  1            5.454748       40.005856       12.325712
24  2            6.262375       40.002361       12.915495
25  1           16.214704       22.580431       32.325505
26  1           17.169264       23.905413       32.316967
27  2           17.160234       22.905714       32.342229
28  1           26.490669       17.809120       31.592625
29  1           27.031859       19.305973       31.227415
30  2           26.289234       18.650289       31.090654
31  1           36.106191       32.975237       39.367717
32  1           36.367875       31.376433       39.573099
33  2           36.363907       32.267989       40.026122
34  1           34.610050       18.996904       19.371399
35  1           33.320215       18.347764       20.134144
36  2           34.254244       18.684980       20.252434
37  1           31.673108       24.994915        5.062865
38  1           32.397435       24.594495        3.655083
39  2           32.550844       24.912510        4.590738
40  1           19.273406       22.557233       29.394940
41  1           19.469259       22.942742       30.969697
42  2           18.877866       23.049579       30.170349
43  1           28.328516        1.007640       29.390068
44  1           29.907257        0.591206       29.421591
45  2           29.265459        1.357235       29.384000
46  1           31.672240       31.042743       30.205905
47  1           33.144743       30.379887       30.449198
48  2           32.598418       30.954003       29.839250
49  1           34.883908       37.056759        5.289690
50  1           35.599585       36.754106        6.726020
51  2           35.470747       36.421417        5.791763
52  1            5.955203       20.259888       37.173206
53  1            4.892238       20.043393       35.952520
54  2            5.791031       20.406930       36.197735
55  1            6.092805       18.412770       10.552764
56  1            7.069245       17.846203       11.732765
57  2            6.232218       17.674733       11.213053
58  1           20.348940        0.000228       21.845824
59  1           18.946601       -0.000191       21.008994
60  2           19.667984        0.576068       21.393249
61  1            6.332902       32.242484       21.386091
62  1            4.707482       32.353273       21.273975
63  2            5.477071       32.245514       21.903450
64  1           34.599587       23.202352       22.447149
65  1           36.172959       23.264320       22.880155
66  2           35.497330       22.778927       22.325145
67  1            7.917823       33.226100        8.942555
68  1            6.463576       33.765189        9.453814
69  2            7.043803       33.616426        8.652986
70  1            9.673372       31.891394        4.083799
71  1           11.146424       32.340166        4.627450
72  2           10.181709       32.240145        4.871252
73  1           31.583813       10.330923       33.413468
74  1           30.624421       11.650127       33.335348
75  2           30.642552       10.661339       33.483965
76  1            2.560999       15.216691       29.332431
77  1            4.151466       15.493379       29.086064
78  2            3.447499       14.786970       29.160458
79  1           22.119025        6.587017       18.354076
80  1           23.223650        5.579609       17.696986
81  2           22.337524        6.021978       17.558396
82  1           19.770694       29.648538       30.051311
83  1           18.708869       30.204235       28.942004
84  2           18.876634       29.497550       29.629441
85  1           37.823097       10.494177       21.328093
86  1           38.867028        9.242360       21.428078
87  2           38.788890       10.234661       21.331376
88  1            1.571592       22.490829       28.555427
